Cell line	DoublingTime	Tissue	Drug	GR50 (uM)	GRmax	AOC_GR	fit r2 (GR curve)	IC50 (uM)	Emax	AUC	fit r2 (IC curve)	CDC73_del	BCL2_del	PTEN_mut
2313287	44.0	Stomach	paclitaxel	0.056551	-0.51385	0.64867	0.99775	0.066402	0.098822	0.61611	0.99634	NaN	NaN	NaN
2313287	44.0	Stomach	pd0325901	2.5254	0.2501	0.30389	0.97011	10.3165	0.46349	0.77115	0.96738	NaN	NaN	NaN
2313287	44.0	Stomach	rapamycin	31.0	0.76861	0.10133	0.93542	31.0	0.81775	0.91904	0.93367	NaN	NaN	NaN
2313287	44.0	Stomach	thapsigargin	0.12853	-0.53956	0.32198	0.99962	0.15427	0.090413	0.79548	0.99926	NaN	NaN	NaN
2313287	44.0	Stomach	vorinostat	1.6686	-0.72434	0.30787	0.99676	2.1017	0.039052	0.79885	0.99342	NaN	NaN	NaN
769P	31.0	Kidney	bid1870	31.0	0.87322	0.050454	0.016576	31.0	0.8589	0.94457	0.013359	NaN	NaN	NaN
769P	31.0	Kidney	bortezomib	0.058265	0.20018	0.27432	0.95874	0.063548	0.30542	0.76954	0.97728	NaN	NaN	NaN
769P	31.0	Kidney	crizotinib	31.0	0.64571	0.015553	0.92054	31.0	0.63582	0.98296	0.91857	NaN	NaN	NaN
769P	31.0	Kidney	docetaxel	0.023709	0.08386	0.28335	0.98439	0.025077	0.24102	0.74662	0.97718	NaN	NaN	NaN
769P	31.0	Kidney	doxorubicin	2.7133	0.20412	0.25217	0.96351	3.1422	0.30775	0.75963	0.95245	NaN	NaN	NaN
769P	31.0	Kidney	erlotinib	31.0	0.5995	0.19569	0.7704	31.0	0.59512	0.79075	0.7625	NaN	NaN	NaN
769P	31.0	Kidney	gdc0941	31.0	0.81813	0.2026	0.42245	31.0	0.80137	0.78677	0.41477	NaN	NaN	NaN
769P	31.0	Kidney	gemcitabine	31.0	0.86934	0.011726	0.3758	31.0	0.85477	0.98522	0.38323	NaN	NaN	NaN
769P	31.0	Kidney	irinotecan	12.4411	0.39233	0.060036	0.96128	13.2179	0.43121	0.93904	0.95668	NaN	NaN	NaN
769P	31.0	Kidney	lapatinib	31.0	0.48735	0.15298	0.75456	31.0	0.50266	0.84128	0.77041	NaN	NaN	NaN
769P	31.0	Kidney	ms275	31.0	0.93766	-0.035983	-1.1294	31.0	0.9291	1.0349	-0.92615	NaN	NaN	NaN
769P	31.0	Kidney	paclitaxel	0.044452	0.040592	0.46246	0.98495	0.042075	0.21926	0.59826	0.97622	NaN	NaN	NaN
769P	31.0	Kidney	pd0325901	0.5973	0.47737	0.40152	0.8806	1.0447	0.49486	0.60451	0.89334	NaN	NaN	NaN
769P	31.0	Kidney	rapamycin	31.0	0.78705	0.044786	0.85393	31.0	0.76992	0.94888	0.86222	NaN	NaN	NaN
769P	31.0	Kidney	thapsigargin	0.045992	0.2455	0.26554	0.89408	0.048215	0.33287	0.74522	0.89395	NaN	NaN	NaN
769P	31.0	Kidney	vorinostat	4.3895	0.037384	0.083811	0.98123	4.5356	0.2177	0.92468	0.97319	NaN	NaN	NaN
786O	27.0	Kidney	bid1870	31.0	0.91319	0.0055569	0.25632	31.0	0.8884	0.98958	0.25911	NaN	NaN	NaN
786O	27.0	Kidney	bortezomib	0.052971	-0.49793	0.44354	0.99368	0.046333	0.025078	0.66651	0.98608	NaN	NaN	NaN
786O	27.0	Kidney	crizotinib	31.0	0.94976	0.037925	-0.0065002	31.0	0.93441	0.95078	0.13513	NaN	NaN	NaN
786O	27.0	Kidney	docetaxel	0.050887	0.35345	0.14501	0.97986	0.042511	0.35299	0.84336	0.98046	NaN	NaN	NaN
786O	27.0	Kidney	doxorubicin	0.6661	-0.012977	0.41401	0.96276	0.6111	0.1521	0.60023	0.95915	NaN	NaN	NaN
786O	27.0	Kidney	erlotinib	31.0	0.76915	0.084676	0.57177	31.0	0.72104	0.89372	0.56048	NaN	NaN	NaN
786O	27.0	Kidney	gdc0941	31.0	0.81627	0.12204	0.43838	31.0	0.7734	0.85075	0.42719	NaN	NaN	NaN
786O	27.0	Kidney	gemcitabine	0.0028895	0.0027491	0.66003	0.99024	0.0027088	0.15865	0.41183	0.98632	NaN	NaN	NaN
786O	27.0	Kidney	irinotecan	1.5236	-0.19394	0.30189	0.98869	1.4174	0.088626	0.73218	0.99242	NaN	NaN	NaN
786O	27.0	Kidney	lapatinib	9.0164	0.34999	0.11775	0.98027	7.9801	0.35059	0.87061	0.96967	NaN	NaN	NaN
786O	27.0	Kidney	ms275	31.0	0.92194	0.04143	-0.031162	31.0	0.89927	0.94693	-0.03069	NaN	NaN	NaN
786O	27.0	Kidney	paclitaxel	0.23537	0.21617	0.27006	0.97335	0.21781	0.2654	0.71922	0.96656	NaN	NaN	NaN
786O	27.0	Kidney	pd0325901	31.0	0.73183	0.1553	0.79781	31.0	0.68119	0.80875	0.80903	NaN	NaN	NaN
786O	27.0	Kidney	rapamycin	31.0	0.65501	0.1265	0.93474	31.0	0.60356	0.84634	0.93832	NaN	NaN	NaN
786O	27.0	Kidney	thapsigargin	0.065723	0.15854	0.2899	0.98567	0.055141	0.23318	0.70175	0.98191	NaN	NaN	NaN
786O	27.0	Kidney	vorinostat	3.8203	-0.071085	0.13128	0.97694	3.2733	0.12938	0.86759	0.95814	NaN	NaN	NaN
8305C	60.0	Thyroid	bid1870	31.0	0.72441	0.11544	0.6768	31.0	0.83701	0.93133	0.67665	NaN	NaN	NaN
8305C	60.0	Thyroid	bortezomib	0.01024	-0.85895	0.83643	0.99752	0.019074	0.041498	0.55148	0.99668	NaN	NaN	NaN
8305C	60.0	Thyroid	crizotinib	31.0	0.86363	0.11799	0.21598	31.0	0.91875	0.92969	0.21685	NaN	NaN	NaN
8305C	60.0	Thyroid	docetaxel	0.0097578	-0.39456	0.5088	0.98458	0.027356	0.23837	0.71272	0.98186	NaN	NaN	NaN
8305C	60.0	Thyroid	doxorubicin	0.69321	-0.8642	0.62655	0.99769	0.95615000000000006	0.03965	0.67423	0.9948	NaN	NaN	NaN
8305C	60.0	Thyroid	erlotinib	31.0	0.7695	0.072423	0.72906	31.0	0.86334	0.95682	0.7277	NaN	NaN	NaN
8305C	60.0	Thyroid	gdc0941	0.2603	0.54169	0.25471	0.95853	31.0	0.73174	0.85643	0.94759	NaN	NaN	NaN
8305C	60.0	Thyroid	gemcitabine	0.0046401	-0.049185	0.63959	0.95244	0.018649	0.40971	0.63583	0.94768	NaN	NaN	NaN
8305C	60.0	Thyroid	irinotecan	1.3415	-0.26026	0.38216	0.95449	4.6203	0.30315	0.78116	0.94928	NaN	NaN	NaN
8305C	60.0	Thyroid	lapatinib	8.0071	-0.88993	0.14799	0.99513	9.6351	0.030815	0.92229	0.99308	NaN	NaN	NaN
8305C	60.0	Thyroid	ms275	31.0	1.05	-0.035143	-1.1811	31.0	1.05	1.0349	-1.7793	NaN	NaN	NaN
8305C	60.0	Thyroid	paclitaxel	0.028584	-0.41461	0.72137	0.98408	0.063735	0.22893	0.59903	0.98272	NaN	NaN	NaN
8305C	60.0	Thyroid	pd0325901	0.0010758	-0.31481	0.8494	0.85223	0.32798	0.27653	0.51696	0.84602	NaN	NaN	NaN
8305C	60.0	Thyroid	rapamycin	0.001333	0.29123	0.42104	0.97815	31.0	0.59152	0.75565	0.9785	NaN	NaN	NaN
8305C	60.0	Thyroid	thapsigargin	0.017657	-0.3085	0.51719	0.99215	0.031596	0.27959	0.71314	0.99081	NaN	NaN	NaN
8305C	60.0	Thyroid	vorinostat	0.87269	-0.79217	0.41373	0.98732	1.7899	0.066073	0.76875	0.98509	NaN	NaN	NaN
8505C	35.0	Thyroid	bid1870	31.0	0.70355	0.077601	0.58954	31.0	0.7189	0.9235	0.57288	NaN	NaN	NaN
8505C	35.0	Thyroid	bortezomib	0.026207	-0.6002	0.62219	0.99833	0.026621	0.036447	0.61217	0.9957	NaN	NaN	NaN
8505C	35.0	Thyroid	crizotinib	31.0	0.85763	-0.013967	0.63058	31.0	0.85907	1.0144	0.61982	NaN	NaN	NaN
8505C	35.0	Thyroid	docetaxel	0.012581	-0.014276	0.36638	0.99696	0.016103	0.23329	0.6941	0.99775	NaN	NaN	NaN
8505C	35.0	Thyroid	doxorubicin	0.18496	-0.19806000000000001	0.64724	0.97217	0.21406	0.1526	0.5189	0.98003	NaN	NaN	NaN
8505C	35.0	Thyroid	erlotinib	31.0	0.79237	0.05548	0.45765	31.0	0.79813	0.94479	0.44093	NaN	NaN	NaN
8505C	35.0	Thyroid	gdc0941	31.0	0.90494	0.049175	0.45397	31.0	0.90468	0.95118	0.46047	NaN	NaN	NaN
8505C	35.0	Thyroid	gemcitabine	0.017345	-0.27386	0.54161	0.99737	0.018771	0.12441	0.60971	0.99525	NaN	NaN	NaN
8505C	35.0	Thyroid	irinotecan	0.95645	-0.39526	0.4119	0.99382	1.149	0.085386	0.68538	0.99269	NaN	NaN	NaN
8505C	35.0	Thyroid	lapatinib	13.1485	0.48729	0.056443	0.95736	31.0	0.54373	0.94892	0.94666	NaN	NaN	NaN
8505C	35.0	Thyroid	ms275	31.0	0.9405	0.030102	0.43232	31.0	0.93976	0.96957	0.43336	NaN	NaN	NaN
8505C	35.0	Thyroid	paclitaxel	0.024382	-0.075877	0.58389	0.99581	0.029191	0.20429	0.54556	0.99445	NaN	NaN	NaN
8505C	35.0	Thyroid	pd0325901	0.15533	0.29943	0.47353	0.94314	0.48318	0.41185	0.58166	0.93514	NaN	NaN	NaN
8505C	35.0	Thyroid	rapamycin	31.0	0.61768	0.090652	0.92907	31.0	0.64634	0.9141	0.92876	NaN	NaN	NaN
8505C	35.0	Thyroid	thapsigargin	0.14519	0.39929	0.16856	0.97599	31.0	0.47961	0.84838	0.97531	NaN	NaN	NaN
8505C	35.0	Thyroid	vorinostat	1.4699	-0.65763	0.2895	0.9895	1.5733	0.026492	0.78237	0.98643	NaN	NaN	NaN
A172	44.0	Brain	bid1870	31.0	0.89052	0.045634	0.25359	31.0	0.91199	0.96469	0.25929	1	1	0
A172	44.0	Brain	bortezomib	0.017874	-0.86459	0.81675	0.99759	0.01945	0.012203	0.55308	0.99409	1	1	0
A172	44.0	Brain	crizotinib	31.0	0.68423	0.17338	0.042131	31.0	0.75489	0.86249	0.037554	1	1	0
A172	44.0	Brain	docetaxel	0.012087	-0.0042079	0.38591	0.9631	0.022866	0.31945	0.72204	0.95256	1	1	0
A172	44.0	Brain	doxorubicin	0.28059	0.20194	0.52313	0.81632	0.38557	0.43463	0.6543	0.87636	1	1	0
A172	44.0	Brain	erlotinib	31.0	0.93726	0.021866	0.38142	31.0	0.94918	0.98354	0.37305	1	1	0
A172	44.0	Brain	gdc0941	31.0	0.78834	0.14683	0.63229	31.0	0.83273	0.88594	0.6429	1	1	0
A172	44.0	Brain	gemcitabine	0.0088503	0.040908	0.51218	0.97434	0.015846	0.34348	0.63986	0.96597	1	1	0
A172	44.0	Brain	irinotecan	1.3058	-0.13651	0.35039	0.98208	2.2607	0.25299	0.75086	0.97745	1	1	0
A172	44.0	Brain	lapatinib	8.7277	-0.72881	0.1349	0.99522	9.4971	0.038023	0.92059	0.98793	1	1	0
A172	44.0	Brain	ms275	31.0	0.92801	0.028059	-0.011648	31.0	0.94178	0.97724	-0.012151	1	1	0
A172	44.0	Brain	paclitaxel	0.034191	-0.060022	0.46481	0.97859	0.040959	0.29068	0.67963	0.9818	1	1	0
A172	44.0	Brain	pd0325901	2.9027	0.27129	0.30913	0.92667	19.2423	0.47642	0.76542	0.92087	1	1	0
A172	44.0	Brain	rapamycin	31.0	0.66223	0.14487	0.68962	31.0	0.73881	0.8859	0.68078	1	1	0
A172	44.0	Brain	thapsigargin	0.060938	-0.41435	0.4133	0.99816	0.073902	0.13402	0.73748	0.99626	1	1	0
A172	44.0	Brain	vorinostat	1.3229	-0.88406	0.35605	0.97272	1.6917	0.0094652	0.76463	0.97161	1	1	0
A2058	18.0	Skin	bid1870	31.0	0.97173	0.021088	0.13738	31.0	0.94465	0.95868	0.34934	0	1	1
A2058	18.0	Skin	bortezomib	0.028132	-0.54848	0.58672	0.99972	0.021855	0.0025976	0.55893	0.99857	0	1	1
A2058	18.0	Skin	crizotinib	31.0	0.8534	0.011972	0.94679	2.5398	0.73749	0.97838	0.93508	0	1	1
A2058	18.0	Skin	docetaxel	0.006535	-0.17264	0.4735	0.99746	0.0042165	0.029285	0.54477	0.99696	0	1	1
A2058	18.0	Skin	doxorubicin	0.068414	-0.49149	0.8229	0.99554	0.036223	0.0041792	0.2912	0.99935	0	1	1
A2058	18.0	Skin	erlotinib	31.0	0.87802	0.038494	0.63189	31.0	0.77747	0.92709	0.62573	0	1	1
A2058	18.0	Skin	gdc0941	31.0	0.90541	0.047098	0.72011	31.0	0.82383	0.9112	0.72711	0	1	1
A2058	18.0	Skin	gemcitabine	0.012654	0.29782	0.38615	0.99104	0.0085914	0.17731	0.53786	0.9973	0	1	1
A2058	18.0	Skin	irinotecan	0.80818	-0.030092	0.3194	0.94889	0.47133	0.05531	0.62251	0.99057	0	1	1
A2058	18.0	Skin	lapatinib	6.6739	-0.23418	0.13621	0.99833	5.7004	0.021498	0.85721	0.99409	0	1	1
A2058	18.0	Skin	ms275	31.0	1.0142	-0.0048931	-0.17529	31.0	1.0287	1.0088	-0.16234	0	1	1
A2058	18.0	Skin	paclitaxel	0.015615	-0.18918	0.70226	0.99835	0.010999	0.027013	0.37406	0.99738	0	1	1
A2058	18.0	Skin	pd0325901	0.12779	0.43765	0.43689	0.96422	0.012779	0.26699	0.38906	0.9807	0	1	1
A2058	18.0	Skin	rapamycin	31.0	0.75448	0.13409	0.97683	31.0	0.5922	0.76854	0.9702	0	1	1
A2058	18.0	Skin	thapsigargin	0.038223	0.13506	0.32837	0.99949	0.031594	0.10374	0.63496	0.99836	0	1	1
A2058	18.0	Skin	vorinostat	2.9472	-0.3455	0.16483	0.99831	1.9901	0.011469	0.83096	0.99263	0	1	1
A2780	20.0	Ovary	bid1870	31.0	0.98558	-0.011199	-0.15512	31.0	0.97429	1.0163	-0.10584	0	0	1
A2780	20.0	Ovary	bortezomib	0.039057	-0.54404	0.49349	0.99751	0.033363	0.0048801	0.61835	0.99924	0	0	1
A2780	20.0	Ovary	crizotinib	1.3131	0.62955	0.056627	0.94998	0.96309	0.47834	0.9089	0.91642	0	0	1
A2780	20.0	Ovary	docetaxel	0.018728	0.33143	0.24783	0.99625	0.014418	0.23112	0.69237	0.99271	0	0	1
A2780	20.0	Ovary	doxorubicin	0.38216	-0.10947	0.51108	0.89295	0.22619	0.054329	0.52558	0.97158	0	0	1
A2780	20.0	Ovary	erlotinib	31.0	0.93729	0.032678	0.72522	31.0	0.89164	0.94285	0.72432	0	0	1
A2780	20.0	Ovary	gdc0941	31.0	0.86117	0.1036	0.61991	31.0	0.77183	0.83803	0.66465	0	0	1
A2780	20.0	Ovary	gemcitabine	0.0080462	0.064305	0.5047	0.9966	0.0053159	0.10321	0.46429	0.99708	0	0	1
A2780	20.0	Ovary	irinotecan	1.7488	0.33744	0.2779	0.99255	0.7444	0.2349	0.63797	0.99293	0	0	1
A2780	20.0	Ovary	lapatinib	31.0	0.63588	0.066697	0.99404	19.7147	0.48506	0.89442	0.98913	0	0	1
A2780	20.0	Ovary	ms275	31.0	0.87413	0.020063	0.44216	31.0	0.79136	0.96377	0.46397	0	0	1
A2780	20.0	Ovary	paclitaxel	0.032672	0.33481	0.36143	0.99736	0.022805	0.23324	0.56825	0.99762	0	0	1
A2780	20.0	Ovary	pd0325901	10.9007	0.47598	0.32527	0.99457	0.44985	0.33495	0.54004	0.99445	0	0	1
A2780	20.0	Ovary	rapamycin	31.0	0.74937	0.07058	0.97265	31.0	0.61754	0.88599000000000006	0.96512	0	0	1
A2780	20.0	Ovary	thapsigargin	0.041504	-0.010448	0.35241	0.99782	0.032755	0.079409	0.64354	0.99853	0	0	1
A2780	20.0	Ovary	vorinostat	2.1872	-0.2898	0.24564	0.98897	1.2163	0.024058	0.70886	0.95582	0	0	1
A375	25.0	Skin	bid1870	31.0	0.81378	0.071535	0.88292	31.0	0.75466	0.90337	0.88897	0	0	0
A375	25.0	Skin	bortezomib	0.022558	-0.74674	0.72111	0.99966	0.021051	0.002602	0.5682	0.99749	0	0	0
A375	25.0	Skin	crizotinib	0.98635	0.48685	0.041618	0.99072	0.90085	0.42576	0.95064	0.98467	0	0	0
A375	25.0	Skin	docetaxel	0.011505	-0.25968	0.44868	0.99902	0.010201	0.057142	0.62127	0.99773	0	0	0
A375	25.0	Skin	doxorubicin	0.06392	-0.52719	0.93351	0.97424	0.046957	0.015708	0.31933	0.99692	0	0	0
A375	25.0	Skin	erlotinib	31.0	0.91103	0.038674	0.8074	31.0	0.87717	0.94605	0.80751	0	0	0
A375	25.0	Skin	gdc0941	31.0	0.90641	0.065899	0.63775	31.0	0.87108	0.9119	0.6621	0	0	0
A375	25.0	Skin	gemcitabine	0.0024969	-0.59714	1.0372	0.99936	0.0022455	0.0099052	0.31344	0.99996	0	0	0
A375	25.0	Skin	irinotecan	0.60911	-0.43047	0.4923	0.99768	0.50381	0.026849	0.59198	0.99865	0	0	0
A375	25.0	Skin	lapatinib	14.5628	0.27415	0.073176	0.9927	12.4221	0.27294	0.91702	0.98483	0	0	0
A375	25.0	Skin	ms275	31.0	1.0444	-0.010079	-0.24583	31.0	1.05	1.0115	-0.218	0	0	0
A375	25.0	Skin	paclitaxel	0.037063	-0.35663	0.62295	0.99879	0.0327	0.038142	0.50132	0.99921	0	0	0
A375	25.0	Skin	pd0325901	0.0018359	-0.024697	0.95328	0.91881	0.0013722	0.1264	0.15817	0.94939	0	0	0
A375	25.0	Skin	rapamycin	31.0	0.72737	0.11483	0.98861	31.0	0.6557	0.85194	0.98901	0	0	0
A375	25.0	Skin	thapsigargin	0.031358	-0.49883	0.51049	0.99466	0.029308	0.018578	0.61349	0.99825	0	0	0
A375	25.0	Skin	vorinostat	1.9776	-0.65599	0.22998	0.99786	1.7125	0.0062855	0.82419	0.99378	0	0	0
A388	45.0	NA	crizotinib	1.2539	-0.93142	0.44384	0.9968	1.6894	0.0045314	0.73832	0.99424	NaN	NaN	NaN
A388	45.0	NA	erlotinib	1.9048	0.3037	0.19607	0.97845	31.0	0.50424	0.85511	0.97772	NaN	NaN	NaN
A388	45.0	NA	lapatinib	1.2888	-0.43104	0.34165	0.7893	2.1945	0.13381	0.77291	0.85313	NaN	NaN	NaN
A388	45.0	NA	paclitaxel	0.041401	-0.11718	0.4962	0.98954	0.060098	0.27024	0.66293	0.98938	NaN	NaN	NaN
A388	45.0	NA	pd0325901	3.8398	0.41295	0.32831	0.9787	31.0	0.57353	0.7537	0.97719	NaN	NaN	NaN
A431	30.0	Skin	bid1870	31.0	0.99484	-0.015414	-1.0226	31.0	0.99382	1.0186	-1.0288	NaN	NaN	NaN
A431	30.0	Skin	bortezomib	0.01232	-0.78985	0.83442	0.99996	0.012333	0.0044835	0.50274	0.99995	NaN	NaN	NaN
A431	30.0	Skin	crizotinib	1.5363	0.87736	0.0025024	0.77881	31.0	0.85909	0.99758	0.76572	NaN	NaN	NaN
A431	30.0	Skin	docetaxel	0.0065074	-0.1625	0.47013	0.98958	0.0061523	0.12379	0.61901	0.98401	NaN	NaN	NaN
A431	30.0	Skin	doxorubicin	0.31936	-0.74257	0.68308	0.98394	0.28715	0.0072965	0.51194	0.99025	NaN	NaN	NaN
A431	30.0	Skin	erlotinib	0.24687	0.17722	0.38902	0.99023	0.26385	0.28028	0.62937	0.98764	NaN	NaN	NaN
A431	30.0	Skin	gdc0941	31.0	0.87484	0.067258	0.67469	31.0	0.85633	0.92382	0.69126	NaN	NaN	NaN
A431	30.0	Skin	gemcitabine	0.026347	0.059269	0.40383	0.99852	0.026421	0.21754	0.64982	0.99921	NaN	NaN	NaN
A431	30.0	Skin	irinotecan	1.6329	-0.18354	0.29214	0.99174	1.6073	0.11646	0.75406	0.99601	NaN	NaN	NaN
A431	30.0	Skin	lapatinib	1.3791	0.054652	0.29196	0.996	1.3535	0.21527	0.73058	0.99603	NaN	NaN	NaN
A431	30.0	Skin	ms275	31.0	0.94188	0.0037605	0.69175	31.0	0.93167	0.99564	0.68341	NaN	NaN	NaN
A431	30.0	Skin	paclitaxel	0.012892	-0.18242	0.6978	0.9956	0.012406	0.11684	0.44351	0.99639	NaN	NaN	NaN
A431	30.0	Skin	pd0325901	0.72268	0.3172	0.42013	0.98057	0.7964	0.36702	0.57881	0.98067	NaN	NaN	NaN
A431	30.0	Skin	rapamycin	31.0	0.74312	0.10229	0.98886	31.0	0.71897	0.88569	0.98836	NaN	NaN	NaN
A431	30.0	Skin	thapsigargin	0.060805	-0.21617	0.34767	0.99613	0.058133	0.1056	0.71395	0.9933	NaN	NaN	NaN
A431	30.0	Skin	vorinostat	3.0197	-0.3449	0.15056	0.98992	2.8626	0.068655	0.87574	0.97799	NaN	NaN	NaN
A498	30.0	Kidney	bid1870	31.0	0.95132	0.032347	-0.0099297	31.0	0.94258	0.96196	-0.0099122	0	0	0
A498	30.0	Kidney	bortezomib	0.039463	-0.67081	0.49982	0.98956	0.034693	0.013164	0.64664	0.98862	0	0	0
A498	30.0	Kidney	crizotinib	31.0	0.98344	-0.023377	-0.58853	31.0	0.98024	1.0238	-0.52365	0	0	0
A498	30.0	Kidney	docetaxel	0.022265	0.067996	0.27557	0.98352	0.019258	0.22187	0.74329	0.98565	0	0	0
A498	30.0	Kidney	doxorubicin	0.50334	-0.45025	0.60962	0.92261	0.38338	0.045074	0.53455	0.95442	0	0	0
A498	30.0	Kidney	erlotinib	31.0	0.61275	0.16333	0.89151	31.0	0.59661	0.81823	0.88802	0	0	0
A498	30.0	Kidney	gdc0941	31.0	0.53766	0.14297	0.68821	31.0	0.5321	0.84982	0.71952	0	0	0
A498	30.0	Kidney	gemcitabine	0.0052533	0.32192	0.42268	0.9936	0.0052921	0.37019	0.6046	0.99578	0	0	0
A498	30.0	Kidney	irinotecan	5.7194	0.1039	0.18338	0.98158	5.3253	0.24019	0.81958	0.9776	0	0	0
A498	30.0	Kidney	lapatinib	6.9325	-0.28909	0.17072	0.98636	6.7474	0.083537	0.84709	0.96247	0	0	0
A498	30.0	Kidney	ms275	31.0	0.95221	0.0056917	0.42284	31.0	0.94361	0.9935	0.41569	0	0	0
A498	30.0	Kidney	paclitaxel	0.098663	0.057764	0.36931	0.99331	0.098513	0.2168	0.67816	0.99194	0	0	0
A498	30.0	Kidney	pd0325901	16.3612	0.44752	0.25328	0.87004	19.1074	0.46029	0.72943	0.86033	0	0	0
A498	30.0	Kidney	rapamycin	31.0	0.54666	0.11325	0.98286	31.0	0.53961	0.87851	0.97893	0	0	0
A498	30.0	Kidney	thapsigargin	0.22573	0.035594	0.16474	0.9956	0.22236	0.20605	0.85095	0.99194	0	0	0
A498	30.0	Kidney	vorinostat	2.881	-0.57177	0.17786	0.99724	2.8164	0.024749	0.8632	0.99018	0	0	0
A549	32.0	Lung	bid1870	31.0	0.91686	0.025636	0.51613	31.0	0.90889	0.97163	0.51227	0	0	0
A549	32.0	Lung	bortezomib	0.077122	-0.68164	0.38327	0.99341	0.081846	0.016005	0.73051	0.99846	0	0	0
A549	32.0	Lung	crizotinib	0.99946	0.49937	0.051981	0.99068	1.0479	0.52297	0.94731	0.98714	0	0	0
A549	32.0	Lung	docetaxel	0.0063185	-0.094965	0.45828	0.99747	0.0065682	0.16795	0.62328	0.99742	0	0	0
A549	32.0	Lung	doxorubicin	0.21575	-0.6481	0.72472	0.96562	0.21713	0.02005	0.49123	0.99194	0	0	0
A549	32.0	Lung	erlotinib	31.0	0.63589	0.16957	0.98496	31.0	0.63625	0.82483	0.98559	0	0	0
